Airport_code,Page_Rank
TEB,0.40144591519591516
OAK,0.40144591519591516
MEM,0.40144591519591516
DFW,0.40144591519591516
HOT,0.40144591519591516
VQS,0.40144591519591516
CPX,0.40144591519591516
CPX,0.40144591519591516
VQS,0.40144591519591516
CPX,0.40144591519591516
CPX,0.40144591519591516
KOY,0.4014209401709401
A43,0.4014209401709401
KMY,0.4014209401709401
KOY,0.4014209401709401
A43,0.4014209401709401
A43,0.4014209401709401
MEM,0.4014209401709401
DFW,0.4014209401709401
HRO,0.4014209401709401
ELD,0.4014209401709401
SDF,0.4014209401709401
TMA,0.4014209401709401
MEM,0.4014209401709401
DFW,0.4014209401709401
HRO,0.4014209401709401
ELD,0.4014209401709401
SDF,0.4014209401709401
TMA,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
SJU,0.4014209401709401
SJU,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
SJU,0.4014209401709401
SJU,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
SJU,0.4014209401709401
SJU,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
JRV,0.4014209401709401
SIG,0.4014209401709401
SJU,0.4014209401709401
SJU,0.4014209401709401
ANC,0.4014209401709401
FYU,0.4014209401709401
ANC,0.4014209401709401
BET,0.4014209401709401
SYA,0.4014209401709401
EDF,0.4014209401709401
WFB,0.4014209401709401
KCC,0.4014209401709401
WFB,0.4014209401709401
NKI,0.4014209401709401
EDA,0.4014209401709401
KCC,0.4014209401709401
WFB,0.4014209401709401
WFB,0.4014209401709401
WFB,0.4014209401709401
DOF,0.4014209401709401
KTB,0.4014209401709401
KTB,0.4014209401709401
FAI,0.4014126151626151
HSL,0.4014126151626151
FAI,0.4014126151626151
KAL,0.4014126151626151
MLY,0.4014126151626151
FAI,0.4014126151626151
FAI,0.4014126151626151
FAI,0.4014126151626151
RBY,0.4014126151626151
FAI,0.4014126151626151
HSL,0.4014126151626151
FAI,0.4014126151626151
KAL,0.4014126151626151
MLY,0.4014126151626151
FAI,0.4014126151626151
FAI,0.4014126151626151
FAI,0.4014126151626151
RBY,0.4014126151626151
SBA,0.4014126151626151
HHR,0.4014126151626151
SMO,0.4014126151626151
DAL,0.4014126151626151
BLM,0.4014126151626151
JAC,0.4014126151626151
VWW,0.4014126151626151
VNY,0.4014126151626151
VNY,0.4014126151626151
JFK,0.40140429015429013
MVY,0.40140429015429013
ACK,0.40140429015429013
HPN,0.40140429015429013
BOS,0.40140429015429013
ACK,0.40140429015429013
BNA,0.40140429015429013
HPN,0.40140429015429013
BHB,0.40140429015429013
ACK,0.40140429015429013
ISP,0.40140429015429013
TEB,0.40140429015429013
SWF,0.40140429015429013
POU,0.40140429015429013
BTV,0.40140429015429013
FOK,0.40140429015429013
TEB,0.40140429015429013
ALB,0.40140429015429013
LAS,0.40140429015429013
SAN,0.40140429015429013
LAX,0.40140429015429013
PHX,0.40140429015429013
SFO,0.40140429015429013
SNA,0.40140429015429013
DEN,0.40140429015429013
LVK,0.40140429015429013
CHS,0.40140429015429013
BFI,0.40140429015429013
BLI,0.40140429015429013
FRD,0.40140429015429013
ESD,0.40140429015429013
LPS,0.40140429015429013
SUN,0.40140429015429013
SNA,0.40140429015429013
VUO,0.40140429015429013
VWW,0.40140429015429013
LAN,0.38041971186708023
SAT,0.38041971186708023
VNY,0.38027774856722224
LAX,0.38027774856722224
OPF,0.38027774856722224
VWW,0.38027774856722224
BTM,0.38027774856722224
BUR,0.38027774856722224
SNA,0.38027774856722224
COE,0.38027774856722224
SJC,0.38027774856722224
APC,0.38027774856722224
FOK,0.38027774856722224
STS,0.38027774856722224
LNK,0.38027774856722224
SUN,0.38027774856722224
SUS,0.38027774856722224
MOT,0.38027774856722224
VNY,0.38027774856722224
TVC,0.38027774856722224
LIT,0.38027774856722224
DTW,0.38027774856722224
DTW,0.38027774856722224
DTW,0.38027774856722224
DTW,0.38027774856722224
DTW,0.38027774856722224
DCA,0.38027774856722224
DCA,0.38027774856722224
ORD,0.38027774856722224
BIF,0.38027774856722224
SDF,0.38027774856722224
CLE,0.38027774856722224
CAE,0.38027774856722224
RFD,0.38027774856722224
SDF,0.38027774856722224
SDF,0.38027774856722224
ORD,0.38027774856722224
ORD,0.38027774856722224
HPN,0.38027774856722224
SBM,0.38027774856722224
MSS,0.36140621878121876
HOM,0.36140621878121876
FBS,0.36140621878121876
HOM,0.36140621878121876
MTX,0.36140621878121876
HOM,0.36140621878121876
PGA,0.3613312937062937
PGA,0.3613312937062937
PGA,0.3613312937062937
PGA,0.3613312937062937
SAT,0.3613312937062937
NHK,0.3613312937062937
DEN,0.3612938311688312
BFF,0.3612938311688312
MAF,0.3612938311688312
ASE,0.3612938311688312
DFW,0.3612938311688312
DFW,0.3612938311688312
SGF,0.3612938311688312
DFW,0.3612938311688312
HOM,0.3612938311688312
SOV,0.3612938311688312
PGM,0.3612938311688312
HOM,0.3612938311688312
WFB,0.3612938311688312
PPV,0.3612938311688312
WFB,0.3612938311688312
PPV,0.3612938311688312
WFB,0.3612938311688312
PPV,0.3612938311688312
WFB,0.3612938311688312
PPV,0.3612938311688312
BKW,0.3612938311688312
CLT,0.3612938311688312
BKW,0.3612938311688312
BWI,0.3612938311688312
BKW,0.3612938311688312
CLT,0.3612938311688312
BKW,0.3612938311688312
BWI,0.3612938311688312
STS,0.36128633866133864
BZN,0.36128633866133864
SNA,0.36128633866133864
HHR,0.36128633866133864
SAN,0.36128633866133864
HOM,0.36128633866133864
SOV,0.36128633866133864
KEB,0.36128633866133864
HOM,0.36128633866133864
SOV,0.36128633866133864
HTS,0.36128633866133864
CLT,0.36128633866133864
PKB,0.36128633866133864
CLT,0.36128633866133864
PKB,0.36128633866133864
HTS,0.36128633866133864
CLT,0.36128633866133864
PKB,0.36128633866133864
CLT,0.36128633866133864
PKB,0.36128633866133864
BZN,0.36128633866133864
BGR,0.36128633866133864
OSU,0.36128633866133864
BNA,0.36128633866133864
MDW,0.36128633866133864
EDA,0.36128633866133864
KPB,0.36128633866133864
KCC,0.36128633866133864
WFB,0.36128633866133864
KPB,0.36128633866133864
EDA,0.36128633866133864
KPB,0.36128633866133864
KCC,0.36128633866133864
WFB,0.36128633866133864
KPB,0.36128633866133864
PGA,0.3612713536463536
UXR,0.3612713536463536
BLD,0.3612713536463536
BCE,0.3612713536463536
PGA,0.3612713536463536
UXR,0.3612713536463536
HHR,0.3612713536463536
PHX,0.3612713536463536
